;matricula;empresa;titulo_do_cargo;sindicato;valor_diario_sindicato;dias_uteis;qtde_dias_ferias;qtde_dias_licenca
1318;35615;1410;COORDENADOR DE OPERACOES I;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1319;35036;1410;DESIGNER UX/UI II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1320;31319;1410;DESENVOLVEDOR II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1321;29978;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1322;31660;1410;CONSULTOR DE IMPLEMENTACAO II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1323;26805;1410;CONSULTOR DE IMPLEMENTACAO III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1324;31293;1410;ANALISTA DE QUALIDADE DE SOFTWARE II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1325;33654;1410;ANALISTA DE SISTEMAS E NEGOCIOS II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1326;34112;1410;ANALISTA DE SUPORTE I;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1327;29097;1410;ANALISTA DE SUPORTE II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1328;31365;1410;DEVELOPER III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1329;32205;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1330;33416;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1331;31845;1410;ANALISTA DE SUPORTE II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1332;35674;1410;GERENTE DE SERVICOS SENIOR;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1333;35701;1410;GERENTE DE SERVICOS SENIOR;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1334;33794;1410;DESENVOLVEDOR III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1335;35170;1410;CONSULTOR TECNICO SAP III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1336;32662;1410;DEVELOPER III;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1337;31460;1410;TECH RECRUITER II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1338;31514;1410;TECH RECRUITER II;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;37.5;22;0;0
1339;35654;1410;ASSISTENTE ADMINISTRATIVO;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1340;25609;1410;ANALISTA DE ADMINISTRACAO DE PESSOAS I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1341;27732;1410;ANALISTA DE ADMINISTRACAO DE PESSOAS I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1342;33040;1410;COORDENADOR DE GESTAO DA MUDANCA;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1343;35653;1410;ADVOGADO III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1344;34764;1410;ARQUITETO CORPORATIVO III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1345;31968;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1346;35369;1410;ANALISTA DE QUALIDADE DE SOFTWARE II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1347;34820;1410;DESENVOLVEDOR II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1348;33858;1410;SDR II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1349;34415;1410;SDR II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1350;34466;1410;SDR II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1351;35219;1410;SDR II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1352;35239;1410;COORDENADOR DE OPERACOES I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1353;32957;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1354;35736;1410;ARQUITETO DE INFRAESTRUTURA DE TI II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1355;26268;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1356;26095;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1357;27212;1410;ARQUITETO DE SOLUCOES III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1358;29037;1410;ANALISTA DE PMO III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1359;34239;1410;ANALISTA DE QUALIDADE DE SOFTWARE II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1360;33881;1410;ANALISTA DE QUALIDADE DE SOFTWARE II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1361;33818;1410;ANALISTA DE QUALIDADE DE SOFTWARE III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1362;33816;1410;ANALISTA DE QUALIDADE DE SOFTWARE III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1363;26161;1410;ARQUITETO DE SOFTWARE I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1364;26084;1410;ARQUITETO DE SOFTWARE III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1365;34238;1410;ANALISTA DE QUALIDADE DE SOFTWARE I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1366;31154;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1367;33392;1410;GERENTE DE PROJETOS II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1368;34228;1410;DESENVOLVEDOR I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1369;34945;1410;ANALISTA DE QUALIDADE DE SOFTWARE III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1370;30572;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1371;31614;1410;ANALISTA DE NEGOCIOS I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1372;25290;1410;EXECUTIVO DE CONTAS III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1373;34361;1410;AGILE MASTER;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1374;31022;1410;CONSULTOR FUNCIONAL SAP II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1375;31938;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1376;34889;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1377;31301;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1378;31611;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1379;30373;1410;ANALISTA DE SISTEMAS E NEGOCIOS II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1380;32563;1410;ANALISTA DE SISTEMAS E NEGOCIOS III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1381;31113;1410;ANALISTA DE SUPORTE II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1382;33083;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1383;32118;1410;ENGENHEIRO DE DADOS III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1384;26876;1410;ANALISTA DE DADOS III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1385;31465;1410;EXECUTIVO DE CONTAS I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1386;31757;1410;ANALISTA DE NEGOCIOS I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1387;34032;1410;TRAINEE COMERCIAL;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1388;25342;1410;DESENVOLVEDOR II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1389;32265;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1390;35605;1410;COORDENADOR DE OPERACOES I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1391;34737;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1392;34360;1410;DESENVOLVEDOR I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1393;33766;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1394;30483;1410;ARQUITETO DE SOLUCOES III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1395;31574;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1396;32267;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1397;33427;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1398;33585;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1399;33223;1410;ANALISTA DE SUPORTE I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1400;35123;1410;ANALISTA DE SUPORTE I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1401;32032;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1402;32067;1410;ANALISTA DEVSECOPS III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1403;31704;1410;ANALISTA DE SUPORTE I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1404;35019;1410;ANALISTA DE GESTAO DA MUDANCA III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1405;35165;1410;ANALISTA DE SUPORTE I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1406;33719;1410;GERENTE DE PROJETOS II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1407;35217;1410;AGILE MASTER;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1408;35781;1410;ASSISTENTE DE PMO;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1409;35773;1410;ANALISTA DE DADOS I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1410;35774;1410;ANALISTA DE DADOS I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1411;31129;1410;ANALISTA DE SUPORTE II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1412;33337;1410;ANALISTA DE SUPORTE III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1413;27005;1410;CONSULTOR FUNCIONAL SAP III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1414;33919;1410;CONSULTOR FUNCIONAL SAP III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1415;34156;1410;CONSULTOR FUNCIONAL SAP III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1416;34165;1410;CONSULTOR FUNCIONAL SAP III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1417;35741;1410;COORDENADOR DE OPERACOES III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1418;34167;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1419;34168;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1420;32033;1410;ANALISTA ADMINISTRATIVO II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1421;30530;1410;CONSULTOR TECNICO SAP III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1422;34166;1410;CONSULTOR TECNICO SAP III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1423;31509;1410;ANALISTA DE DADOS I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1424;34680;1410;ANALISTA DE INFRAESTRUTURA DE TI III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1425;33619;1410;DESENVOLVEDOR III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1426;32805;1410;ASSISTENTE DE BPO I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1427;34432;1410;COORDENADOR DE OPERACOES I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1428;34418;1410;ANALISTA CONTABIL-FISCAL I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1429;34610;1410;ANALISTA CONTABIL-FISCAL I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1430;34651;1410;ANALISTA CONTABIL-FISCAL I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1431;35152;1410;ANALISTA CONTABIL-FISCAL I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1432;35683;1410;ANALISTA CONTABIL-FISCAL I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1433;35062;1410;ANALISTA CONTABIL-FISCAL II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1434;35064;1410;ANALISTA CONTABIL-FISCAL III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1435;35046;1410;LIDER DE BPO;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1436;32055;1410;ANALISTA DE EXCELENCIA OPERACIONAL III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1437;33945;1410;ANALISTA DE SUPORTE II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1438;34374;1410;GERENTE DE OPERACOES I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1439;33638;1410;GERENTE DE ARQUITETURA E GOVERNANCA;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1440;33160;1410;CONSULTOR FUNCIONAL SAP II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1441;34452;1410;ANALISTA DE DADOS III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1442;27059;1410;ANALISTA DE DADOS III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1443;31746;1410;TECH RECRUITER III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1444;35027;1410;ASSISTENTE DE BPO I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1445;31701;1410;ANALISTA DE QUALIDADE DE SOFTWARE I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1446;34598;1410;PRODUCT MANAGER II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1447;25614;1410;PRODUCT OWNER II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1448;31698;1410;CONSULTOR FUNCIONAL SAP III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1449;32903;1410;ENGENHEIRO DE DADOS I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1450;24316;1410;ARQUITETO DE SOFTWARE II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1451;32020;1410;DESIGNER UX/UI II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1452;30621;1410;DESIGNER UX/UI III;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1453;35688;1410;PRODUCT MANAGER I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1454;35014;1410;ASSISTENTE DE BPO I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1455;26702;1410;DESENVOLVEDOR II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1456;31033;1410;DESENVOLVEDOR I;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
1457;30039;1410;GERENTE DE PROJETOS II;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;35.0;22;0;0
